,ID,Last,First,Player debut,Mgr debut,Coach debut,Ump debut,start_date,full_name
10213,lafrb001,LaFromboise,Bobby,04/10/2013,,,,2013-04-10,Bobby LaFromboise
10214,lagam001,Laga,Mike,09/01/1982,,,,1982-09-01,Mike Laga
10215,lagaj001,Lagares,Juan,04/23/2013,,,,2013-04-23,Juan Lagares
10218,lahab001,LaHair,Bryan,07/18/2008,,,,2008-07-18,Bryan LaHair
10220,lahtj001,Lahti,Jeff,06/27/1982,,,,1982-06-27,Jeff Lahti
10221,lairb001,Laird,Brandon,07/22/2011,,,,2011-07-22,Brandon Laird
10222,lairg001,Laird,Gerald,04/30/2003,,,,2003-04-30,Gerald Laird
10228,lakej001,Lake,Junior,07/19/2013,,,,2013-07-19,Junior Lake
10229,lakes001,Lake,Steve,04/09/1983,,,,1983-04-09,Steve Lake
10231,laket001,Laker,Tim,08/18/1992,,04/02/2017,,1992-08-18,Tim Laker
10232,lallb001,Lalli,Blake,05/18/2012,,,,2012-05-18,Blake Lalli
10241,lamar001,LaMarre,Ryan,08/22/2015,,,,2015-08-22,Ryan LaMarre
10243,lambd001,Lamb,David,04/12/1999,,,,1999-04-12,David Lamb
10245,lambj001,Lamb,Jake,08/07/2014,,,,2014-08-07,Jake Lamb
10247,lambj002,Lamb,John,08/14/2015,,,,2015-08-14,John Lamb
10249,lambm001,Lamb,Mike,04/23/2000,,,,2000-04-23,Mike Lamb
10251,lambc001,Lambert,Chris,08/26/2008,,,,2008-08-26,Chris Lambert
10256,lamba001,Lambo,Andrew,08/13/2013,,,,2013-08-13,Andrew Lambo
10258,lamed001,Lamet,Dinelson,05/25/2017,,,,2017-05-25,Dinelson Lamet
10265,lampt001,Lampkin,Tom,09/10/1988,,,,1988-09-10,Tom Lampkin
10268,lancl001,Lancaster,Les,04/07/1987,,,,1987-04-07,Les Lancaster
10270,lancr001,Lancellotti,Rick,08/27/1982,,,,1982-08-27,Rick Lancellotti
10282,landb001,Landrum,Bill,08/31/1986,,,,1986-08-31,Bill Landrum
10283,landc001,Landrum,Ced,05/28/1991,,,,1991-05-28,Ced Landrum
10287,landt001,Landrum,Tito,07/23/1980,,,,1980-07-23,Tito Landrum
10292,lanej001,Lane,Jason,05/10/2002,,,,2002-05-10,Jason Lane
10305,langr002,Langerhans,Ryan,04/28/2002,,,,2002-04-28,Ryan Langerhans
10309,langm001,Langston,Mark,04/07/1984,,,,1984-04-07,Mark Langston
10310,langm002,Langwell,Matt,06/02/2013,,,,2013-06-02,Matt Langwell
10315,lankf001,Lankford,Frank,03/31/1998,,,,1998-03-31,Frank Lankford
10316,lankr001,Lankford,Ray,08/21/1990,,,,1990-08-21,Ray Lankford
10317,lannj001,Lannan,John,07/26/2007,,,,2007-07-26,John Lannan
10322,lansj101,Lansford,Joe,07/31/1982,,,,1982-07-31,Joe Lansford
10324,lansm001,Lansing,Mike,04/07/1993,,,,1993-04-07,Mike Lansing
10329,lapod001,LaPoint,Dave,09/10/1980,,,,1980-09-10,Dave LaPoint
10331,lapom001,LaPorta,Matt,05/03/2009,,,,2009-05-03,Matt LaPorta
10334,laraj001,Lara,Juan,09/08/2006,,,,2006-09-08,Juan Lara
10335,laray001,Lara,Yovanny,06/28/2000,,,,2000-06-28,Yovanny Lara
10336,larij001,Larish,Jeff,05/30/2008,,,,2008-05-30,Jeff Larish
10338,larka001,Larkin,Andy,09/29/1996,,,,1996-09-29,Andy Larkin
10339,larkb001,Larkin,Barry,08/13/1986,,,,1986-08-13,Barry Larkin
10341,larkg001,Larkin,Gene,05/21/1987,,,,1987-05-21,Gene Larkin
10344,larkp101,Larkin,Pat,07/16/1983,,,,1983-07-16,Pat Larkin
10345,larks001,Larkin,Stephen,09/27/1998,,,,1998-09-27,Stephen Larkin
10349,larog001,LaRocca,Greg,09/07/2000,,,,2000-09-07,Greg LaRocca
10350,laroa001,LaRoche,Adam,04/07/2004,,,,2004-04-07,Adam LaRoche
10351,laroa002,LaRoche,Andy,05/06/2007,,,,2007-05-06,Andy LaRoche
10359,larsb001,Larson,Brandon,05/04/2001,,,,2001-05-04,Brandon Larson
10361,laruj001,LaRue,Jason,06/15/1999,,,,1999-06-15,Jason LaRue
10367,laskb001,Laskey,Bill,04/23/1982,,,,1982-04-23,Bill Laskey
10372,lathb001,Latham,Bill,04/15/1985,,,,1985-04-15,Bill Latham
10373,lathc001,Latham,Chris,04/12/1997,,,,1997-04-12,Chris Latham
10379,latom001,Latos,Mat,07/19/2009,,,,2009-07-19,Mat Latos
10384,laudt001,Laudner,Tim,08/28/1981,,,,1981-08-28,Tim Laudner
10392,lavam001,LaValliere,Mike,09/09/1984,,,,1984-09-09,Mike LaValliere
10394,lavar001,Lavarnway,Ryan,08/18/2011,,,,2011-08-18,Ryan Lavarnway
10399,law-d001,Law,Derek,04/15/2016,,,,2016-04-15,Derek Law
10402,law-v001,Law,Vance,06/01/1980,,,,1980-06-01,Vance Law
10406,lawlt001,Lawless,Tom,07/15/1982,9/1/2014,,,1982-07-15,Tom Lawless
10410,lawrb001,Lawrence,Brian,04/15/2001,,,,2001-04-15,Brian Lawrence
10412,lawrc001,Lawrence,Casey,04/08/2017,,,,2017-04-08,Casey Lawrence
10414,lawrj001,Lawrence,Joe,04/08/2002,,,,2002-04-08,Joe Lawrence
10415,lawrs001,Lawrence,Sean,08/25/1998,,,,1998-08-25,Sean Lawrence
10416,lawrb002,Lawrie,Brett,08/05/2011,,,,2011-08-05,Brett Lawrie
10423,lawtm001,Lawton,Marcus,08/11/1989,,,,1989-08-11,Marcus Lawton
10424,lawtm002,Lawton,Matt,09/05/1995,,,,1995-09-05,Matt Lawton
10426,laxtb001,Laxton,Brett,06/21/1999,,,,1999-06-21,Brett Laxton
10427,layat001,Layana,Tim,04/09/1990,,,,1990-04-09,Tim Layana
10433,laynt001,Layne,Tom,08/14/2012,,,,2012-08-14,Tom Layne
10437,lazor001,Lazo,Raudel,09/05/2015,,,,2015-09-05,Raudel Lazo
10439,lazoj001,Lazorko,Jack,06/04/1984,,,,1984-06-04,Jack Lazorko
10441,lea-c001,Lea,Charlie,06/12/1980,,,,1980-06-12,Charlie Lea
10442,leacb001,Leach,Brent,05/06/2009,,,,2009-05-06,Brent Leach
10445,leacj001,Leach,Jalal,09/05/2001,,,,2001-09-05,Jalal Leach
10446,leacr001,Leach,Rick,04/30/1981,,,,1981-04-30,Rick Leach
10447,leact001,Leach,Terry,08/12/1981,,,,1981-08-12,Terry Leach
10450,leagb001,League,Brandon,09/21/2004,,,,2004-09-21,Brandon League
10453,leakm001,Leake,Mike,04/11/2010,,,,2010-04-11,Mike Leake
10454,leall001,Leal,Luis,05/25/1980,,,,1980-05-25,Luis Leal
10462,leart001,Leary,Tim,04/12/1981,,,,1981-04-12,Tim Leary
10464,leatj001,Leathersich,Jack,04/29/2015,,,,2015-04-29,Jack Leathersich
10466,leblw001,LeBlanc,Wade,09/03/2008,,,,2008-09-03,Wade LeBlanc
10469,leclj001,Leclerc,Jose,07/06/2016,,,,2016-07-06,Jose Leclerc
10471,lecrm001,LeCroy,Matt,04/03/2000,,03/31/2014,,2000-04-03,Matt LeCroy
10472,lecus001,LeCure,Sam,05/28/2010,,,,2010-05-28,Sam LeCure
10474,leder001,Ledee,Ricky,06/14/1998,,,,1998-06-14,Ricky Ledee
10475,ledea001,Ledesma,Aaron,07/02/1995,,,,1995-07-02,Aaron Ledesma
10476,ledew001,Ledezma,Wil,04/02/2003,,,,2003-04-02,Wil Ledezma
10482,lee-c004,Lee,C.C.,07/14/2013,,,,2013-07-14,C.C. Lee
10483,lee-c001,Lee,Carlos,05/07/1999,,,,1999-05-07,Carlos Lee
10485,lee-c003,Lee,Cliff,09/15/2002,,,,2002-09-15,Cliff Lee
10486,lee-c002,Lee,Corey,08/24/1999,,,,1999-08-24,Corey Lee
10487,lee-d004,Lee,Dae-Ho,04/04/2016,,,,2016-04-04,Dae-Ho Lee
10488,lee-d003,Lee,David,05/22/1999,,,,1999-05-22,David Lee
10489,lee-d001,Lee,Derek,06/27/1993,,,,1993-06-27,Derek Lee
10490,lee-d002,Lee,Derrek,04/28/1997,,,,1997-04-28,Derrek Lee
10496,lee-m001,Lee,Manuel,04/10/1985,,,,1985-04-10,Manuel Lee
10498,lee-m002,Lee,Mark,09/08/1988,,,,1988-09-08,Mark Lee
10501,lee-s001,Lee,Sang-Hoon,06/29/2000,,,,2000-06-29,Sang-Hoon Lee
10502,lee-t001,Lee,Terry,09/03/1990,,,,1990-09-03,Terry Lee
10505,lee-t002,Lee,Travis,03/31/1998,,,,1998-03-31,Travis Lee
10507,lee-z001,Lee,Zach,07/25/2015,,,,2015-07-25,Zach Lee
10509,leepd001,Leeper,Dave,09/10/1984,,,,1984-09-10,Dave Leeper
10511,leesc001,Leesman,Charlie,08/09/2013,,,,2013-08-09,Charlie Leesman
10515,lefej001,Lefebvre,Joe,05/22/1980,,04/02/2002,,1980-05-22,Joe Lefebvre
10517,leffc001,Lefferts,Craig,04/07/1983,,,,1983-04-07,Craig Lefferts
10520,leftp001,Leftwich,Phil,07/29/1993,,,,1993-07-29,Phil Leftwich
10522,leggg001,Legg,Greg,04/18/1986,,,,1986-04-18,Greg Legg
10530,lehrj001,Lehr,Justin,06/20/2004,,,,2004-06-20,Justin Lehr
10535,leicj001,Leicester,Jon,06/09/2004,,,,2004-06-09,Jon Leicester
10541,leipd001,Leiper,Dave,09/02/1984,,,,1984-09-02,Dave Leiper
10544,leisj001,Leister,John,05/28/1987,,,,1987-05-28,John Leister
10545,leita001,Leiter,Al,09/15/1987,,,,1987-09-15,Al Leiter
10546,leitm002,Leiter,Mark,04/28/2017,,,,2017-04-28,Mark Leiter
10547,leitm001,Leiter,Mark,07/24/1990,,,,1990-07-24,Mark Leiter
10551,leius001,Leius,Scott,09/03/1990,,,,1990-09-03,Scott Leius
10557,lemad001,LeMahieu,DJ,05/30/2011,,,,2011-05-30,DJ LeMahieu
10563,lemkm001,Lemke,Mark,09/17/1988,,,,1988-09-17,Mark Lemke
10573,lennp001,Lennon,Pat,09/15/1991,,,,1991-09-15,Pat Lennon
10578,leona002,Leon,Arcenio,05/28/2017,,,,2017-05-28,Arcenio Leon
10579,leona001,Leon,Arnold,04/22/2015,,,,2015-04-22,Arnold Leon
10580,leond002,Leon,Danny,06/06/1992,,,,1992-06-06,Danny Leon
10583,leonj002,Leon,Jose,06/16/2002,,,,2002-06-16,Jose Leon
10585,leons001,Leon,Sandy,05/14/2012,,,,2012-05-14,Sandy Leon
10594,leonm001,Leonard,Mark,07/21/1990,,,,1990-07-21,Mark Leonard
10596,leond003,Leone,Dominic,04/06/2014,,,,2014-04-06,Dominic Leone
10597,leonj003,Leone,Justin,07/02/2004,,,,2004-07-02,Justin Leone
10609,lerea001,Lerew,Anthony,09/04/2005,,,,2005-09-04,Anthony Lerew
10611,leroc001,Leroux,Chris,05/26/2009,,,,2009-05-26,Chris Leroux
10613,leroj001,LeRoy,John,09/26/1997,,,,1997-09-26,John LeRoy
10616,lerus001,Lerud,Steven,08/30/2012,,,,2012-08-30,Steven Lerud
10617,leshb001,Lesher,Brian,08/25/1996,,,,1996-08-25,Brian Lesher
10619,leskc001,Leskanic,Curt,06/27/1993,,,,1993-06-27,Curt Leskanic
10620,leslb001,Lesley,Brad,07/31/1982,,,,1982-07-31,Brad Lesley
10623,lestj001,Lester,Jon,06/10/2006,,,,2006-06-10,Jon Lester
10634,levia001,Levine,Al,06/22/1996,,,,1996-06-22,Al Levine
10636,levij001,Levis,Jesse,04/24/1992,,,,1992-04-24,Jesse Levis
10637,levra001,Levrault,Allen,06/13/2000,,,,2000-06-13,Allen Levrault
10643,lewia001,Lewicki,Artie,09/04/2017,,,,2017-09-04,Artie Lewicki
10648,lewic001,Lewis,Colby,04/01/2002,,,,2002-04-01,Colby Lewis
10649,lewid001,Lewis,Darren,08/21/1990,,,,1990-08-21,Darren Lewis
10652,lewif001,Lewis,Fred,09/01/2006,,,,2006-09-01,Fred Lewis
10654,lewij003,Lewis,Jensen,07/16/2007,,,,2007-07-16,Jensen Lewis
10655,lewij002,Lewis,Jim,08/09/1991,,,,1991-08-09,Jim Lewis
10658,lewim001,Lewis,Mark,04/26/1991,,,,1991-04-26,Mark Lewis
10660,lewir001,Lewis,Richie,07/31/1992,,,,1992-07-31,Richie Lewis
10661,lewir002,Lewis,Rommie,04/28/2010,,,,2010-04-28,Rommie Lewis
10662,lewis002,Lewis,Scott,09/10/2008,,,,2008-09-10,Scott Lewis
10663,lewis001,Lewis,Scott,09/25/1990,,,,1990-09-25,Scott Lewis
10668,leyrj001,Leyritz,Jim,06/08/1990,,,,1990-06-08,Jim Leyritz
10670,lezcc101,Lezcano,Carlos,04/10/1980,,,,1980-04-10,Carlos Lezcano
10673,libea001,Liberatore,Adam,04/17/2015,,,,2015-04-17,Adam Liberatore
10677,lickj101,Lickert,John,09/19/1981,,,,1981-09-19,John Lickert
10678,liddd001,Liddell,Dave,06/03/1990,,,,1990-06-03,Dave Liddell
10679,lidda001,Liddi,Alex,09/07/2011,,,,2011-09-07,Alex Liddi
10682,lidgb001,Lidge,Brad,04/26/2002,,,,2002-04-26,Brad Lidge
10683,lidlc001,Lidle,Cory,05/08/1997,,,,1997-05-08,Cory Lidle
10685,liebj001,Lieber,Jon,05/15/1994,,,,1994-05-15,Jon Lieber
10686,liebm001,Lieberthal,Mike,06/30/1994,,,,1994-06-30,Mike Lieberthal
10689,liefj001,Liefer,Jeff,04/07/1999,,,,1999-04-07,Jeff Liefer
10691,lighp001,Light,Pat,04/26/2016,,,,2016-04-26,Pat Light
10692,ligtk001,Ligtenberg,Kerry,08/12/1997,,,,1997-08-12,Kerry Ligtenberg
10695,lillb001,Lillibridge,Brent,04/26/2008,,,,2008-04-26,Brent Lillibridge
10697,lilld001,Lilliquist,Derek,04/13/1989,,03/31/2011,,1989-04-13,Derek Lilliquist
10699,lillt001,Lilly,Ted,05/14/1999,,,,1999-05-14,Ted Lilly
10700,lim-c001,Lim,Chang-Yong,09/07/2013,,,,2013-09-07,Chang-Yong Lim
10701,limaj001,Lima,Jose,04/20/1994,,,,1994-04-20,Jose Lima
10703,lin-c001,Lin,Che-Hsuan,04/14/2012,,,,2012-04-14,Che-Hsuan Lin
10704,lin-t001,Lin,Tzu-Wei,06/24/2017,,,,2017-06-24,Tzu-Wei Lin
10706,linar001,Linares,Rufino,04/10/1981,,,,1981-04-10,Rufino Linares
10707,linct001,Lincecum,Tim,05/06/2007,,,,2007-05-06,Tim Lincecum
10708,lincb001,Lincoln,Brad,06/09/2010,,,,2010-06-09,Brad Lincoln
10711,lincm001,Lincoln,Mike,04/07/1999,,,,1999-04-07,Mike Lincoln
10712,linda001,Lind,Adam,09/02/2006,,,,2006-09-02,Adam Lind
10715,lindj002,Lind,Jose,08/28/1987,,,,1987-08-28,Jose Lind
10719,lindj004,Lindblom,Josh,06/01/2011,,,,2011-06-01,Josh Lindblom
10722,lindj001,Lindeman,Jim,09/03/1986,,,,1986-09-03,Jim Lindeman
10725,lindt001,Linden,Todd,08/18/2003,,,,2003-08-18,Todd Linden
10727,lindj005,Lindgren,Jacob,05/25/2015,,,,2015-05-25,Jacob Lindgren
10728,lindf001,Lindor,Francisco,06/14/2015,,,,2015-06-14,Francisco Lindor
10732,linds001,Lindsay,Shane,09/02/2011,,,,2011-09-02,Shane Lindsay
10733,lindb001,Lindsey,Bill,07/18/1987,,,,1987-07-18,Bill Lindsey
10734,lindd001,Lindsey,Doug,10/06/1991,,,,1991-10-06,Doug Lindsey
10736,lindj003,Lindsey,John,09/08/2010,,,,2010-09-08,John Lindsey
10737,lindr001,Lindsey,Rod,09/02/2000,,,,2000-09-02,Rod Lindsey
10741,lindm001,Lindstrom,Matt,04/04/2007,,,,2007-04-04,Matt Lindstrom
10742,lines001,Linebrink,Scott,04/15/2000,,,,2000-04-15,Scott Linebrink
10745,linic001,Liniak,Cole,09/03/1999,,,,1999-09-03,Cole Liniak
10747,linkj001,Link,Jon,04/20/2010,,,,2010-04-20,Jon Link
10752,lintd001,Linton,Doug,08/03/1992,,,,1992-08-03,Doug Linton
10761,liraf001,Lira,Felipe,04/27/1995,,,,1995-04-27,Felipe Lira
10762,lirif001,Liriano,Francisco,09/05/2005,,,,2005-09-05,Francisco Liriano
10763,lirin001,Liriano,Nelson,08/25/1987,,,,1987-08-25,Nelson Liriano
10764,lirip001,Liriano,Pedro,08/27/2004,,,,2004-08-27,Pedro Liriano
10765,lirir001,Liriano,Rymer,08/11/2014,,,,2014-08-11,Rymer Liriano
10768,lisir101,Lisi,Rick,05/09/1981,,,,1981-05-09,Rick Lisi
10770,listp001,Listach,Pat,04/08/1992,,04/06/2009,,1992-04-08,Pat Listach
10772,litsj001,Litsch,Jesse,05/15/2007,,,,2007-05-15,Jesse Litsch
10774,littb001,Little,Bryan,07/29/1982,,08/17/1997,,1982-07-29,Bryan Little
10778,littj101,Little,Jeff,09/06/1980,,,,1980-09-06,Jeff Little
10779,littm001,Little,Mark,09/12/1998,,,,1998-09-12,Mark Little
10780,litts001,Little,Scott,07/27/1989,,,,1989-07-27,Scott Little
10783,littj102,Littlefield,John,06/08/1980,,,,1980-06-08,John Littlefield
10786,littl101,Littleton,Larry,04/12/1981,,,,1981-04-12,Larry Littleton
10787,littw001,Littleton,Wes,07/04/2006,,,,2006-07-04,Wes Littleton
10788,littg001,Litton,Greg,05/02/1989,,,,1989-05-02,Greg Litton
10791,liveb001,Lively,Ben,06/03/2017,,,,2017-06-03,Ben Lively
10797,livib001,Livingston,Bobby,04/25/2006,,,,2006-04-25,Bobby Livingston
10801,livis001,Livingstone,Scott,07/19/1991,,,,1991-07-19,Scott Livingstone
10802,liz-r001,Liz,Radhames,08/25/2007,,,,2007-08-25,Radhames Liz
10806,lloyg001,Lloyd,Graeme,04/11/1993,,,,1993-04-11,Graeme Lloyd
10807,lloyk001,Lloyd,Kyle,07/25/2017,,,,2017-07-25,Kyle Lloyd
10808,lo--c001,Lo,Chia-Jen,07/31/2013,,,,2013-07-31,Chia-Jen Lo
10809,lodup001,Lo Duca,Paul,06/21/1998,,,,1998-06-21,Paul Lo Duca
10810,loaie001,Loaiza,Esteban,04/29/1995,,,,1995-04-29,Esteban Loaiza
10813,lobaj001,Lobaton,Jose,07/05/2009,,,,2009-07-05,Jose Lobaton
10817,lobsk001,Lobstein,Kyle,08/23/2014,,,,2014-08-23,Kyle Lobstein
10818,locat001,Locastro,Tim,09/29/2017,,,,2017-09-29,Tim Locastro
