seq_events,GAME_ID,YEAR_ID,AWAY_TEAM_ID,INN_CT,BAT_HOME_ID,OUTS_CT,BALLS_CT,STRIKES_CT,PITCH_SEQ_TX,AWAY_SCORE_CT,HOME_SCORE_CT,BAT_ID,BAT_HAND_CD,RESP_BAT_ID,RESP_BAT_HAND_CD,PIT_ID,PIT_HAND_CD,RES_PIT_ID,RES_PIT_HAND_CD,POS2_FLD_ID,POS3_FLD_ID,POS4_FLD_ID,POS5_FLD_ID,POS6_FLD_ID,POS7_FLD_ID,POS8_FLD_ID,POS9_FLD_ID,BASE1_RUN_ID,BASE2_RUN_ID,BASE3_RUN_ID,EVENT_TX,LEADOFF_FL,PH_FL,BAT_FLD_CD,BAT_LINEUP_ID,EVENT_CD,BAT_EVENT_FL,AB_FL,H_CD,SH_FL,SF_FL,EVENT_OUTS_CT,DP_FL,TP_FL,RBI_CT,WP_FL,PB_FL,FLD_CD,BATTEDBALL_CD,BUNT_FL,FOUL_FL,BATTEDBALL_LOC_TX,ERR_CT,ERR1_FLD_CD,ERR1_CD,ERR2_FLD_CD,ERR2_CD,ERR3_FLD_CD,ERR3_CD,BAT_DEST_ID,RUN1_DEST_ID,RUN2_DEST_ID,RUN3_DEST_ID,BAT_PLAY_TX,RUN1_PLAY_TX,RUN2_PLAY_TX,RUN3_PLAY_TX,RUN1_SB_FL,RUN2_SB_FL,RUN3_SB_FL,RUN1_CS_FL,RUN2_CS_FL,RUN3_CS_FL,RUN1_PK_FL,RUN2_PK_FL,RUN3_PK_FL,RUN1_RESP_PIT_ID,RUN2_RESP_PIT_ID,RUN3_RESP_PIT_ID,GAME_NEW_FL,GAME_END_FL,PR_RUN1_FL,PR_RUN2_FL,PR_RUN3_FL,REMOVED_FOR_PR_RUN1_ID,REMOVED_FOR_PR_RUN2_ID,REMOVED_FOR_PR_RUN3_ID,REMOVED_FOR_PH_BAT_ID,REMOVED_FOR_PH_BAT_FLD_CD,PO1_FLD_CD,PO2_FLD_CD,PO3_FLD_CD,ASS1_FLD_CD,ASS2_FLD_CD,ASS3_FLD_CD,ASS4_FLD_CD,ASS5_FLD_CD,EVENT_ID,HOME_TEAM_ID,BAT_TEAM_ID,FLD_TEAM_ID,BAT_LAST_ID,INN_NEW_FL,INN_END_FL,START_BAT_SCORE_CT,START_FLD_SCORE_CT,INN_RUNS_CT,GAME_PA_CT,INN_PA_CT,PA_NEW_FL,PA_TRUNC_FL,START_BASES_CD,END_BASES_CD,BAT_START_FL,RESP_BAT_START_FL,PIT_START_FL,RESP_PIT_START_FL,RUN1_FLD_CD,RUN1_LINEUP_ID,RUN1_ORIGIN_EVENT_ID,RUN2_FLD_CD,RUN2_LINEUP_ID,RUN2_ORIGIN_EVENT_ID,RUN3_FLD_CD,RUN3_LINEUP_ID,RUN3_ORIGIN_EVENT_ID,RUN1_RESP_CATCH_ID,RUN2_RESP_CATCH_ID,RUN3_RESP_CATCH_ID,PA_BALL_CT,PA_CALLED_BALL_CT,PA_INTENT_BALL_CT,PA_PITCHOUT_BALL_CT,PA_HIT_BALL_CT,PA_OTHER_BALL_CT,PA_STRIKE_CT,PA_CALLED_STRIKE_CT,PA_SWINGMISS_STRIKE_CT,PA_FOUL_STRIKE_CT,PA_BIP_STRIKE_CT,PA_OTHER_STRIKE_CT,EVENT_RUNS_CT,FLD_ID,BASE2_FORCE_FL,BASE3_FORCE_FL,BASE4_FORCE_FL,BAT_SAFE_ERR_FL,BAT_FATE_ID,RUN1_FATE_ID,RUN2_FATE_ID,RUN3_FATE_ID,FATE_RUNS_CT,ASS6_FLD_CD,ASS7_FLD_CD,ASS8_FLD_CD,ASS9_FLD_CD,ASS10_FLD_CD,UNKNOWN_OUT_EXC_FL,UNCERTAIN_PLAY_EXC_FL
9991318,ANA201604040,2016,CHN,7,1,1,2,2,CCF*BBS,6,0,pujoa001,R,pujoa001,R,arrij001,R,arrij001,R,montm001,rizza001,zobrb001,bryak001,russa002,szczm001,fowld001,heywj001,navad002,,,K,F,F,10,4,3,T,T,0,F,F,1,F,F,0,F,F,0,,F,F,,0,0,N,0,N,0,N,0,1,0,0,2,,,,F,F,F,F,F,F,F,F,F,arrij001,,,F,F,F,F,F,,,,,0,2,0,0,0,0,0,0,0,56,ANA,ANA,CHN,1,F,F,0,6,0,21,2,T,F,1,1,T,T,T,T,7,2,54,0,0,0,0,0,0,montm001,,,2,2,0,0,0,0,4,2,1,1,0,0,0,,F,F,F,F,0,1,0,0,0,0,0,0,0,0,F,F
9991319,ANA201604040,2016,CHN,7,1,2,2,2,SF*B*BFFX,6,0,calhk001,L,calhk001,L,arrij001,R,arrij001,R,montm001,rizza001,zobrb001,bryak001,russa002,szczm001,fowld001,heywj001,navad002,,,3/G,F,F,9,5,2,T,T,0,F,F,1,F,F,0,F,F,3,G,F,F,,0,0,N,0,N,0,N,0,1,0,0,3,,,,F,F,F,F,F,F,F,F,F,arrij001,,,F,F,F,F,F,,,,,0,3,0,0,0,0,0,0,0,57,ANA,ANA,CHN,1,F,T,0,6,0,22,3,T,F,1,1,T,T,T,T,7,2,54,0,0,0,0,0,0,montm001,,,2,2,0,0,0,0,5,0,1,3,1,0,0,rizza001,F,F,F,F,0,1,0,0,0,0,0,0,0,0,F,F
9991320,ANA201604040,2016,CHN,8,0,0,2,2,.SCBFBS,6,0,solej001,R,solej001,R,morim002,R,morim002,R,perec003,cronc002,giavj001,escoy001,simma001,navad002,troum001,calhk001,,,,K,T,F,10,7,3,T,T,0,F,F,1,F,F,0,F,F,0,,F,F,,0,0,N,0,N,0,N,0,0,0,0,2,,,,F,F,F,F,F,F,F,F,F,,,,F,F,F,F,F,,,,,0,2,0,0,0,0,0,0,0,58,ANA,CHN,ANA,0,T,F,6,0,0,33,0,T,F,0,0,T,T,F,F,0,0,0,0,0,0,0,0,0,,,,2,2,0,0,0,0,4,1,2,1,0,0,0,,F,F,F,F,0,0,0,0,0,0,0,0,0,0,F,F
9991321,ANA201604040,2016,CHN,8,0,1,0,0,X,6,0,montm001,L,montm001,L,morim002,R,morim002,R,perec003,cronc002,giavj001,escoy001,simma001,navad002,troum001,calhk001,,,,9/F,F,F,2,8,2,T,T,0,F,F,1,F,F,0,F,F,9,F,F,F,,0,0,N,0,N,0,N,0,0,0,0,9,,,,F,F,F,F,F,F,F,F,F,,,,F,F,F,F,F,,,,,0,9,0,0,0,0,0,0,0,59,ANA,CHN,ANA,0,F,F,6,0,0,34,1,T,F,0,0,T,T,F,F,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,1,0,0,0,1,0,0,calhk001,F,F,F,F,0,0,0,0,0,0,0,0,0,0,F,F
9991322,ANA201604040,2016,CHN,8,0,2,0,2,CFX,6,0,russa002,R,russa002,R,morim002,R,morim002,R,perec003,cronc002,giavj001,escoy001,simma001,navad002,troum001,calhk001,,,,9/F,F,F,6,9,2,T,T,0,F,F,1,F,F,0,F,F,9,F,F,F,,0,0,N,0,N,0,N,0,0,0,0,9,,,,F,F,F,F,F,F,F,F,F,,,,F,F,F,F,F,,,,,0,9,0,0,0,0,0,0,0,60,ANA,CHN,ANA,0,F,T,6,0,0,35,2,T,F,0,0,T,T,F,F,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,3,1,0,1,1,0,0,calhk001,F,F,F,F,0,0,0,0,0,0,0,0,0,0,F,F
9991323,ANA201604040,2016,CHN,8,1,0,0,0,.X,6,0,cronc002,R,cronc002,R,grimj002,R,grimj002,R,montm001,rizza001,zobrb001,bryak001,russa002,szczm001,fowld001,heywj001,,,,D9/F,T,F,3,6,21,T,T,2,F,F,0,F,F,0,F,F,9,F,F,F,,0,0,N,0,N,0,N,2,0,0,0,,,,,F,F,F,F,F,F,F,F,F,,,,F,F,F,F,F,,,,,0,0,0,0,0,0,0,0,0,61,ANA,ANA,CHN,1,T,F,0,6,0,23,0,T,F,0,2,T,T,F,F,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,1,0,0,0,1,0,0,heywj001,F,F,F,F,3,0,0,0,0,0,0,0,0,0,F,F
9991324,ANA201604040,2016,CHN,8,1,0,0,0,X,6,0,simma001,R,simma001,R,grimj002,R,grimj002,R,montm001,rizza001,zobrb001,bryak001,russa002,szczm001,fowld001,heywj001,,cronc002,,3/G.2-3,F,F,6,7,2,T,T,0,F,F,1,F,F,0,F,F,3,G,F,F,,0,0,N,0,N,0,N,0,0,3,0,3,,,,F,F,F,F,F,F,F,F,F,,grimj002,,F,F,F,F,F,,,,,0,3,0,0,0,0,0,0,0,62,ANA,ANA,CHN,1,F,F,0,6,0,24,1,T,F,2,4,T,T,F,F,0,0,0,3,6,61,0,0,0,,montm001,,0,0,0,0,0,0,1,0,0,0,1,0,0,rizza001,F,F,F,F,0,0,3,0,0,0,0,0,0,0,F,F
9991325,ANA201604040,2016,CHN,8,1,1,1,2,FS*BX,6,0,perec003,R,perec003,R,grimj002,R,grimj002,R,montm001,rizza001,zobrb001,bryak001,russa002,szczm001,fowld001,heywj001,,,cronc002,5/L+,F,F,2,8,2,T,T,0,F,F,1,F,F,0,F,F,5,L,F,F,,0,0,N,0,N,0,N,0,0,0,3,5,,,,F,F,F,F,F,F,F,F,F,,,grimj002,F,F,F,F,F,,,,,0,5,0,0,0,0,0,0,0,63,ANA,ANA,CHN,1,F,F,0,6,0,25,2,T,F,4,4,T,T,F,F,0,0,0,0,0,0,3,6,61,,,montm001,1,1,0,0,0,0,3,0,1,1,1,0,0,bryak001,F,F,F,F,0,0,0,3,0,0,0,0,0,0,F,F
9991326,ANA201604040,2016,CHN,8,1,2,0,1,FX,6,0,giavj001,R,giavj001,R,grimj002,R,grimj002,R,montm001,rizza001,zobrb001,bryak001,russa002,szczm001,fowld001,heywj001,,,cronc002,63/G,F,F,4,9,2,T,T,0,F,F,1,F,F,0,F,F,6,G,F,F,,0,0,N,0,N,0,N,0,0,0,3,63,,,,F,F,F,F,F,F,F,F,F,,,grimj002,F,F,F,F,F,,,,,0,3,0,0,6,0,0,0,0,64,ANA,ANA,CHN,1,F,T,0,6,0,26,3,T,F,4,4,T,T,F,F,0,0,0,0,0,0,3,6,61,,,montm001,0,0,0,0,0,0,2,0,0,1,1,0,0,russa002,F,F,F,F,0,0,0,3,0,0,0,0,0,0,F,F
9991327,ANA201604040,2016,CHN,9,0,0,3,2,.SCBBFBB,6,0,fowld001,L,fowld001,L,rasmc002,R,rasmc002,R,perec003,cronc002,giavj001,escoy001,simma001,navad002,troum001,calhk001,,,,W,T,F,8,1,14,T,F,0,F,F,0,F,F,0,F,F,0,,F,F,,0,0,N,0,N,0,N,1,0,0,0,,,,,F,F,F,F,F,F,F,F,F,,,,F,F,F,F,F,,,,,0,0,0,0,0,0,0,0,0,65,ANA,CHN,ANA,0,T,F,6,0,0,36,0,T,F,0,1,T,T,F,F,0,0,0,0,0,0,0,0,0,,,,4,4,0,0,0,0,3,1,1,1,0,0,0,,F,F,F,F,4,0,0,0,3,0,0,0,0,0,F,F
9991328,ANA201604040,2016,CHN,9,0,0,0,0,X,6,0,heywj001,L,heywj001,L,rasmc002,R,rasmc002,R,perec003,cronc002,giavj001,escoy001,simma001,navad002,troum001,calhk001,fowld001,,,8/F,F,F,9,2,2,T,T,0,F,F,1,F,F,0,F,F,8,F,F,F,,0,0,N,0,N,0,N,0,1,0,0,8,,,,F,F,F,F,F,F,F,F,F,rasmc002,,,F,F,F,F,F,,,,,0,8,0,0,0,0,0,0,0,66,ANA,CHN,ANA,0,F,F,6,0,0,37,1,T,F,1,1,T,T,F,F,8,1,65,0,0,0,0,0,0,perec003,,,0,0,0,0,0,0,1,0,0,0,1,0,0,troum001,F,F,F,F,0,4,0,0,3,0,0,0,0,0,F,F
9991329,ANA201604040,2016,CHN,9,0,1,0,2,CFFFX,6,0,zobrb001,L,zobrb001,L,rasmc002,R,rasmc002,R,perec003,cronc002,giavj001,escoy001,simma001,navad002,troum001,calhk001,fowld001,,,S9/G.1-3,F,F,4,3,20,T,T,1,F,F,0,F,F,0,F,F,9,G,F,F,,0,0,N,0,N,0,N,1,3,0,0,,,,,F,F,F,F,F,F,F,F,F,rasmc002,,,F,F,F,F,F,,,,,0,0,0,0,0,0,0,0,0,67,ANA,CHN,ANA,0,F,F,6,0,0,38,2,T,F,1,5,T,T,F,F,8,1,65,0,0,0,0,0,0,perec003,,,0,0,0,0,0,0,5,1,0,3,1,0,0,calhk001,F,F,F,F,4,4,0,0,3,0,0,0,0,0,F,F
9991330,ANA201604040,2016,CHN,9,0,1,1,2,FCBX,6,0,rizza001,L,rizza001,L,rasmc002,R,rasmc002,R,perec003,cronc002,giavj001,escoy001,simma001,navad002,troum001,calhk001,zobrb001,,fowld001,6/P,F,F,3,4,2,T,T,0,F,F,1,F,F,0,F,F,6,P,F,F,,0,0,N,0,N,0,N,0,1,0,3,6,,,,F,F,F,F,F,F,F,F,F,rasmc002,,rasmc002,F,F,F,F,F,,,,,0,6,0,0,0,0,0,0,0,68,ANA,CHN,ANA,0,F,F,6,0,0,39,3,T,F,5,5,T,T,F,F,4,3,67,0,0,0,8,1,65,perec003,,perec003,1,1,0,0,0,0,3,1,0,1,1,0,0,simma001,F,F,F,F,0,4,0,4,3,0,0,0,0,0,F,F
9991331,ANA201604040,2016,CHN,9,0,2,3,2,BSC*BB>B,6,0,bryak001,R,bryak001,R,rasmc002,R,rasmc002,R,perec003,cronc002,giavj001,escoy001,simma001,navad002,troum001,calhk001,zobrb001,,fowld001,W.1-2,F,F,5,5,14,T,F,0,F,F,0,F,F,0,F,F,0,,F,F,,0,0,N,0,N,0,N,1,2,0,3,,,,,F,F,F,F,F,F,F,F,F,rasmc002,,rasmc002,F,F,F,F,F,,,,,0,0,0,0,0,0,0,0,0,69,ANA,CHN,ANA,0,F,F,6,0,0,40,4,T,F,5,7,T,T,F,F,4,3,67,0,0,0,8,1,65,perec003,,perec003,4,4,0,0,0,0,2,1,1,0,0,0,0,,F,F,F,F,4,4,0,4,3,0,0,0,0,0,F,F
9991332,ANA201604040,2016,CHN,9,0,2,2,2,CTBBX,6,0,szczm001,R,szczm001,R,rasmc002,R,rasmc002,R,perec003,cronc002,giavj001,escoy001,simma001,navad002,troum001,calhk001,bryak001,zobrb001,fowld001,D7/L+.3-H;2-H;1-H,F,F,7,6,21,T,T,2,F,F,0,F,F,3,F,F,7,L,F,F,,0,0,N,0,N,0,N,2,4,4,4,,,,,F,F,F,F,F,F,F,F,F,rasmc002,rasmc002,rasmc002,F,F,F,F,F,,,,,0,0,0,0,0,0,0,0,0,70,ANA,CHN,ANA,0,F,F,6,0,0,41,5,T,F,7,2,F,F,F,F,5,5,69,4,3,67,8,1,65,perec003,perec003,perec003,2,2,0,0,0,0,3,1,0,1,1,0,3,navad002,F,F,F,F,2,4,4,4,0,0,0,0,0,0,F,F
9991333,ANA201604040,2016,CHN,9,0,2,1,2,*BFSX,9,0,solej001,R,solej001,R,rasmc002,R,rasmc002,R,perec003,cronc002,giavj001,escoy001,simma001,navad002,troum001,calhk001,,szczm001,,E5/G,F,F,10,7,18,T,T,0,F,F,0,F,F,0,F,F,5,G,F,F,,1,5,F,0,N,0,N,1,0,2,0,,,,,F,F,F,F,F,F,F,F,F,,rasmc002,,F,F,F,F,F,,,,,0,0,0,0,0,0,0,0,0,71,ANA,CHN,ANA,0,F,F,9,0,3,42,6,T,F,2,3,T,T,F,F,0,0,0,7,6,70,0,0,0,,perec003,,1,1,0,0,0,0,3,0,1,1,1,0,0,escoy001,F,F,F,T,1,0,2,0,0,0,0,0,0,0,F,F
9991334,ANA201604040,2016,CHN,9,0,2,1,2,CFBT,9,0,montm001,L,montm001,L,rasmc002,R,rasmc002,R,perec003,cronc002,giavj001,escoy001,simma001,navad002,troum001,calhk001,solej001,szczm001,,K,F,F,2,8,3,T,T,0,F,F,1,F,F,0,F,F,0,,F,F,,0,0,N,0,N,0,N,0,1,2,0,2,,,,F,F,F,F,F,F,F,F,F,rasmc002,rasmc002,,F,F,F,F,F,,,,,0,2,0,0,0,0,0,0,0,72,ANA,CHN,ANA,0,F,T,9,0,3,43,7,T,F,3,3,T,T,F,F,10,7,71,7,6,70,0,0,0,perec003,perec003,,1,1,0,0,0,0,3,1,0,2,0,0,0,,F,F,F,F,0,1,2,0,0,0,0,0,0,0,F,F
9991335,ANA201604040,2016,CHN,9,1,0,0,2,.TFX,9,0,escoy001,R,escoy001,R,woodt004,L,woodt004,L,montm001,rizza001,zobrb001,bryak001,russa002,szczm001,fowld001,heywj001,,,,63/G,T,F,5,1,2,T,T,0,F,F,1,F,F,0,F,F,6,G,F,F,,0,0,N,0,N,0,N,0,0,0,0,63,,,,F,F,F,F,F,F,F,F,F,,,,F,F,F,F,F,,,,,0,3,0,0,6,0,0,0,0,73,ANA,ANA,CHN,1,T,F,0,9,0,27,0,T,F,0,0,T,T,F,F,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,3,0,0,2,1,0,0,russa002,F,F,F,F,0,0,0,0,0,0,0,0,0,0,F,F
9991336,ANA201604040,2016,CHN,9,1,1,1,2,.CBFC,9,0,gentc001,R,gentc001,R,woodt004,L,woodt004,L,montm001,rizza001,zobrb001,bryak001,russa002,szczm001,fowld001,heywj001,,,,K,F,T,11,2,3,T,T,0,F,F,1,F,F,0,F,F,0,,F,F,,0,0,N,0,N,0,N,0,0,0,0,2,,,,F,F,F,F,F,F,F,F,F,,,,F,F,F,F,F,,,,navad002,7,2,0,0,0,0,0,0,0,74,ANA,ANA,CHN,1,F,F,0,9,0,28,1,T,F,0,0,F,F,F,F,0,0,0,0,0,0,0,0,0,,,,1,1,0,0,0,0,3,2,0,1,0,0,0,,F,F,F,F,0,0,0,0,0,0,0,0,0,0,F,F
9991337,ANA201604040,2016,CHN,9,1,2,2,2,CFBBX,9,0,troum001,R,troum001,R,woodt004,L,woodt004,L,montm001,rizza001,zobrb001,bryak001,russa002,szczm001,fowld001,heywj001,,,,9/F,F,F,8,3,2,T,T,0,F,F,1,F,F,0,F,F,9,F,F,F,,0,0,N,0,N,0,N,0,0,0,0,9,,,,F,F,F,F,F,F,F,F,F,,,,F,T,F,F,F,,,,,0,9,0,0,0,0,0,0,0,75,ANA,ANA,CHN,1,F,T,0,9,0,29,2,T,F,0,0,T,T,F,F,0,0,0,0,0,0,0,0,0,,,,2,2,0,0,0,0,3,1,0,1,1,0,0,heywj001,F,F,F,F,0,0,0,0,0,0,0,0,0,0,F,F
